Bangla,Chakma
বোকা,বেদমা
বোকা,ভলা
বোকা,বম্ভা
বোকা,অক্ঘসা
বোকা,কেল়
বোকা,ভুল্
বোকা,হেগা
বোকা,চোদু
বোকা,তেঘা
বোকাসোকা,কেল় কাল়া
বোকাসোকা,ভুল্ বেদমা
বোকাসোকা,হেগাবগা
বোঝা,পঝা
বোঝা,বুগি
বোঝা,ভার্
বোঝা,লেঞ্জর্
বোঝা,উজোল্
বোতল,পিলাং
বোতাম,গুত্
বোতাম,সক্
বোধ হয়,কাবুলে
বোধ হয়,অহ্লে
বোধ হয়,পাড়াপাং
বোন,ভোন্
বোনা,তুনানা
বোনা,বুনানা
বোবা,বুপ্
বোমা,বোম্
বোলতা,ভিঙুর্
বৌ,বো
বৌ কথা কও,কাত্তোল্ পাঘোক্
বৌদি,ভুজি
ব্যগ্র হওয়া,আহ্গুদানা
ব্যগ্র হওয়া,উচ্ছো গরি যানা
ব্যঙ্গ করা,রজানা
ব্যজনি,বিজোন্
ব্যতিক্রম,অকধা বেগর্
ব্যথা,চিঘুত্
ব্যথা,চিঘুত্ চাঘাত্
ব্যথা,সুলোনি
ব্যথা,উ
ব্যথা,পিরে
ব্যথা করা,পিরে গরানাঃ
ব্যথা করা,টন্টনানা
ব্যথা করা,ধরানা
ব্যথা করা,ফুদানা
ব্যথা করা,সুলানা
ব্যথা পাওয়া,পিরে পানাঃ
ব্যবসা,বেগার্
ব্যবসা,ব্যাব্সা
ব্যবসায়ী,বেগারি
ব্যবসায়ী,সদাগর্
ব্যবস্থা,মঝা
ব্যবস্থা করা,সামালানা
ব্যবহার,পাজন্
ব্যবহার করা,লারানা
ব্যর্থ,বর্বদ্
ব্যর্থ,ভচ্
ব্যর্থ,ভচ্ত
ব্যর্থ,ভুগুলি
ব্যর্থ হওয়া,ভচ্ যানা
ব্যর্থ হওয়া,ভচ্তা যানা
ব্যর্থ হওয়া,দুঃল্ অহ্না
ব্যস্ততা,(কামর্) দুবোদুবি
ব্যস্ততা,আজের্ নেই
ব্যস্ততাহীন,আজের্
ব্যয় নির্বাহ করা,চেজানা
ব্যয় নির্বাহ করা,চালানা
ব্যয়বহুল,মঘা
ব্যয়ভার বহন করা,চেজানা
ব্যয়ভার বহন করা,চালানা
ব্যাকুল,তিনেং
ব্যাকুল,তিনেং ফালাং
ব্যাকুল,উলোমচ্ত
ব্যাকুলতা,ফা ফা
ব্যাখ্যা,ভাঙনি
ব্যাখ্যা করা,বুঝানা
ব্যাখ্যা করা,ভাঙি দেনা
ব্যাখ্যা করা,ভাঙানা
ব্যাখ্যাকার,ভাঙনি
ব্যাখ্যাকার,ভাঙিয়ে
ব্যাখ্যাকারী,ভাঙিয়ে
ব্যাগ,কচ্চাল্
ব্যাগ,ভুদি
ব্যাগ,ব্যাগ্
ব্যাঙ,বেং
ব্যাঙ,খো
ব্যাদান,ভেগাত্যা
ব্যাধ,পল্ল়ানা
ব্যাধ,ব্যাধ
ব্যাধি,পিরে
ব্যাপী,থিগে
ব্যাহত হওয়া,থেবরক্ হানা
ব্রণ,বরত্
ব্রহ্মতালু,ধুক্ধুগি
ব্রাহ্মণ,বাভন্
ব্রীজ,ব্রিজ্
ব্রেসলেট,হারু
ভক্ত,গাঃক্
ভক্ত,বন্দা
ভক্তি,ভক্তি
ভঙ্গি,ধং
ভঙ্গি,ভয়্
ভঙ্গী করা,জুগানাঃ
ভঙ্গী করা,দেঘানা
ভজনা করা,ভজানা
ভণ্ড,জার্গো
ভণ্ড,ফক্কর্
ভণ্ডামি,জার্গোমি
ভণ্ডামি,ফক্কর্গিরি
ভণ্ডামি,ফক্কর্
ভদ্র,ভদ্র
ভদ্র,লক্হি
ভদ্র,সিভিল্
ভনভন করা,বংবঙানা
ভবঘুরে,ফাত্তো
ভবঘুরে,ভণ্ড
ভর,থিগে
ভর,ভর্
ভর চাপানো,আবুজানা
ভর চাপানো,আরানা
ভর দেওয়া,আবুজানা
ভর দেওয়া,আরানা
ভরপুর,ভরন্ পিরোন্
ভরপেট,পেদা তিংতিং
ভরা,ভরানা
ভরা,পুরানা
ভরাট,গল্গল্যা
ভরাট,ভরন্
ভরাট করা,ভরানা
ভরে যাওয়া,গল্গলানা
ভর্তা,কুর্বো
ভর্তা,গুদেয়ে
ভর্তা,কেবাং
ভর্তা করা,গুদানা
ভর্তা করা,ভক্তা গরানা
ভর্তা করা,কুর্বো গরানা
ভর্তি,ভরন্
ভস্ম হওয়া,ভচ্ যানা
ভস্মীভূত হওয়া,ভচ্ যানা
ভস্মীভূত হওয়া,ভচ্ত যানা
ভয়,ডর্
ভয়,ঝক্
ভয় করা,ডরানা
ভয় দেখানো,জুগানাঃ
ভয় দেখানো,ডর্ লাগানা
ভয় পাওয়া,ঝক্ পরানা
ভয় পাওয়া,ডরানা
ভয় পাওয়া,ঝক্ পরানা
ভয় ভয় ভাব,চিক্চিখ্যা
ভয় ভয় ভাব,ডর্পুক্
ভয়ে ভয়ে,ভ ভ গরি
ভয়ে ভয়ে,ভিরুং ভিরুং
ভাই,ভেই
ভাংচি,ভাঙনি
ভাঁজ,ভাচ্
ভাঁজ,কুজি
ভাঁজ,কুজিক্ কুজিক্
ভাঁজ,হক্
ভাঁড়,ধোঙ্যা
ভাঁড়ানো,ভারানা
ভাগ,লাম়া
ভাগ,বাক্
ভাগ,বাদা
ভাগ,ভাগ্
ভাগ,ভাগাভাক্যা
ভাগ,দাক্
ভাগ,কত্থা
ভাগ,ধোর্
ভাগ,ধুওর্
ভাগ,ফাক্
ভাগ পাওয়া,বাদা পানা
ভাগাভাগি,ভাক্জুক্
ভাগাভাগি,ভাগাভাক্যা
ভাগ্য,দানা
ভাগ্য,দজন্
ভাগ্য,কবাল্
ভাগ্যক্রমে,ভালাক্কাই
ভাগ্যক্রমে,ভালাই
ভাগ্যক্রমে,ভালাবাক্যা
ভাগ্য গণনা,গনানা
ভাঙা,ভাঙানা
ভাঙা,ইহ্য়োর্
ভাঙাচোরা,ভাঙাজাঙা
ভাঙানি,ভাঙনি
ভাটা,পোগোন্
ভাটি,লামন্যা
ভাটি,লামনি
ভাটি,এহ্ত্
ভাড়া,ভারা
ভাড়া,পানা
ভাড়া করা,পানানা
ভাড়া দেওয়া,পানা দেনা
ভাণ্ডপূর্ণ,গোধেল্
ভাণ্ডার,গোলা
ভাণ্ডার,ভান্দাল্
ভাজা,ভাজা
ভাজি,ভাজা
ভাজি,হলা
ভাজি করা,ভাজানা
ভাত,ভাত্
ভাতের দলা,ভাত্জরা
ভাদ্র মাস,ভাদ ম়াচ্
ভান,ছলনা
ভান,ছল্
ভাপ,ভাপ্
ভাব,ফ
ভাব,গুত্তো
ভাব,বার্
ভাব,ধক্
ভাবগতিক,ধক্বাক্
ভাবগতিক,অভ
ভাবগতিক,ভ
ভাবনা,চিদে
ভাবা,ভাবানা
ভাবী,ভুজি
ভাবী,ভোচ্
ভার,উজোল্
ভার,ভার্
ভারত,ভারত্
ভার বহনে সক্ষম হওয়া,থরানা
ভারসাম্যহীন,থিদির্ থাদার্
ভারা,সাকার্
ভারা,ভার্
ভারি,ভারি
ভারী,ভুচ্চো
ভারী,গোঃর্
ভারুই,বাধোই
ভালুক,ভালুক্
ভালো,ভালা
ভালো,ভালেত্
ভালো,ঠিক্
ভালো,গম্
ভালোবাসা,আহ্ইপাই
ভালোবাসা,কো𑄌𑄴𑄛না
ভালোভাবে,গমেদাল়ে
ভালোভাবে,দোলেদাল়ে
ভালোভাবে,ধগেধগে 
ভালোমন্দ,গম্ ভান্যা
ভালোমন্দ,ভালামন্দ
ভালো লাগা,চিত্ ভুজানা
ভালো লাগা,দেঃ পারানা
ভালো লাগা,গম্ পানা
ভালো লাগা,গম্ লাগানা
ভালো হওয়া,গম্ অহ্না
ভালো হওয়া,চাম্ চাম্ অহ্না
ভাশুর,ভিজুর্
ভাষা,ভাচ্
ভাষা,কধা
ভাষ্য,ভাঙনি
ভাষ্য,ভাচ্
ভাসা,ভাজানা
ভাসানো,ভাজানা
ভাসাভাসা,চগলা চগলা
ভাসাভাসা,উগুরে উগুরে
ভায়রা,লবয়্
ভিক্ষা,ভিক্যা
ভিক্ষু,ভিক্কু
ভিক্ষে করা,আহ্ত্ পাদানা
ভিক্ষে করা,ভিক্যা গরানা
ভিটে,ভিদে
ভিড়,দলাদল্যা
ভিড়,কাদাকাত্যা
ভিড়,ভির্
ভিড়,গেন্জাগেন্জি
ভিতরে,ভিদিরে
ভিত্তি,গোরা
ভিন্ন,জুদো
ভিন্ন,জগদাং
ভিন্ন,ফারক্
ভিন্ন,বেলক্
ভিন্ন,হিরিচ্
ভিন্ন গ্রাম,ভিম্পারা
ভিমরুল,ভিঙুর্ পুক্
ভিমরুল,পিলে ভিঙুর্
ভীত,থবা
ভীতসন্ত্রস্ত,থবা
ভীতু,পাদারা
ভীতু,দরেয়ে
ভীতু,ভুত্তো
ভীষণ,অঘুর্
ভুগা,ভুগানা
ভুট্টা,মুক্যা
ভুত,মেন্দর্
ভুত,ভুত্
ভুতে পাওয়া,ভুদে পানা
ভুতে পাওয়া,গাঝা
ভুরভুর করা,গল্গলানা
ভুরভুরে,ভুরুং ভুরুং
ভুলে যাওয়া,পুড়ি ফেলানা 
ভুল,ভুল্
ভুসভুসে,মেন্মেন্
ভুয়া,নকল্
ভূমি,জাগা
ভূমি,চাদারা
ভূমি,ভুই
ভূমি,মাদি
ভূমিকম্প,ভুজোল্
ভূমিকম্প হওয়া,ভুজোল্ যানা
ভূমিকম্প হওয়া,ভুজোল্ বানাঃ
ভূস্বামী,গিরোচ্
ভৃত্য,চাগর্
ভেঙচানো,ভিচ্চানা
ভেঙচানো,ভেঙানা
ভেঙানো,ভেঙানা
ভেঙে বলা,ভাঙানা
ভেঙে যাওয়া,অহ্জরানা
ভেঙে যাওয়া,ভাঙানা
ভেজা,তুল্পুল্
ভেজা,ভিজে
ভেজা,তেনেয়েঃ
ভেজা,ভিচ্যা
ভেজা,ভিজেপুরো
ভেজা,ভিজানা
ভেজা,নেজানা
ভেজা,ভিজে
ভেজা,অদা
ভেজান,আবারানাঃ
ভেজানো,ভেজানা
ভেজা ভেজা,লেদাপেদা
ভেজা ভেজা ভাব,ভিজে ভিজে
ভেজা ভেজা ভাব,চেজেক্ বুবুক্
ভেজা ভেজা ভাব,তেনেয়েঃ
ভেজা ভেজা হওয়া,তেনানাঃ
ভেজাল,ভেজাল্
ভেজাল,মিঝেল্
ভেট,ভেত্
ভেড়া,ভেরা ছাগল্
ভেতরে,ভিদি𑄤𑄬রা
ভেদ করা,ধুরুং গরানা
ভেদ করা,কানা গরানা
ভেলা,কাক্যা
ভেলা,চালি
ভেলা,ভুর্
ভেষজ,বনজা
ভোঁতা,ভদাঃ
ভোঁতা,হেগা
ভোঁতা,ভুত্যাং
ভোঁতা দিক,কানাঃ
ভোঁদড়,পান্যা উট্
ভোঁ দৌড়,চিলেং তিক্ তিক্
ভোগ,ভুক্
ভোগ করা,ফোআনা
ভোগ করা,ভুগানা
ভোগ নেওয়া,ভুক্কুলনা
ভোমরা,ভঙরা
ভোর,পোথ্যা
ভোর,বেন্যা
ভোর,পোথ্যা বেন্যা
ভোল,ভেচ্
ভোলা,ভুলানা
ভোলাভালা,ভুলুক্ চুলুক্
ভ্যাপসা গরম,উর্ঘুন্যা
ভ্রম্ন,ভঁ
ভ্রম্ন,কাজল্
ভ্রাতৃবধু,জাল্
মই,সাঙো
মই,সাপ্তা
মগজ,মঘচ্
মগজ,গুথ্যা
মঙ্গল,ভালেত্
মঙ্গলকর,ভালেদি
মঙ্গলবার,মঙল্বার্
মচকানো,বিজিত্যা
মচকানো,বিজিদানা
মজবুত,দড়
মজবুত,দড়মর
মজবুত,তনক্
মজা,চলাচলি
মজা,বিগিধি
মজা করা,চলানা
মজা করা,বিগিধি গরানা
মজ্জা,আহ্র মঘচ্
মজ্জা,আহ্র সাচ্
মজ্জা,ঘিলুক্
মজ্জা,মঘচ্
মজ্জা,গুথ্যা
মঞ্চস্থ করা,ভাঙানা
মটর,মটর্ বিজি
মটর দানা,চনা
মটর দানা,মদর্ বিজি
মণ,মণ্
মণ্ডামিঠাই,মেমা মিচ্চিরি
মড়ক,কঃত্
মড়ক,মরলা
মত,ধক্যা
মত,মজিম্
মত,রাছ্যা
মতন,মাখ্যা
মতভেদ,তেঃং তাং
মৎস্য,মাচ্
মতিচ্ছন্ন,ছনবন
মতিচ্ছন্ন,সুন্দুরুং ভুন্দুরুং
মতো,ধক্যা
মতো,ঘাচ্যা
মতো,লাক্যা
মতো,সান্
মতো,সান্যা
মতো,পাড়া
মতো,পাঃ
মত্ত,পাগল্
মথুরা,মুর্ কুড়ো
মদ,মদ্
মধ্য,মাঝ্যাং
মধ্যবয়স্ক,আত্বুরোচ্যা
মধ্যভাগ,পেট্
মধ্যম,মাঝ্যাং
মধ্যস্থতাকারী,ভার্বো
মধ্যে,সেরে
মধ্যে,মধ্যে
মধ্যে,ভিদিরে
মন,মন্
মন,ইহ্ত্
মন,চিত্
মন,দিল্
মন কাঁদা,চিত্ পুরানা
মন কাঁদা,মন্ কানানা
মনক্ষুণ্ন,বেজার্
মন বসা,চিত্ ভুজানা
মন বসা,মন্ বঝানা
মনুষ্যপুরী,মানেয়্ পুরি
মনুষ্যপুরী,মানেয়্ কুল্
মনুষ্যলোক,মানেয়্ পুরি
মনুষ্যলোক,মানেয়্ কুল্
মনে করা,পাড়া পানা
মনে পড়া,ইহ্দোত্ উধানা
মনের জ্বালা,গেক্গেজি
মনের জ্বালা,গেচ্গেজি
মনের মতো,দিঝে মাখ্যা
মনের মতো,মনে মঞ্জক্খা
মনের মতো,দিঝের্
মনের মতো,মন্ মজিম্
মনে হওয়া,পাড়া পানা
মনোমুগ্ধকর,চিত্ ভুজে পাঃ
মনোযোগ দেওয়া,ল়ে গরানা
মন্ত্র,মন্দর্
মন্ত্রণা,পুজুপুজু
মন্ত্রণা,তেম্মাং
মন্ত্রশক্তি,বাঃন্
মন্দ,ভান্যা
মন্দ,বজং
মন্দ,মন্দ
মন্দির,কিয়োং
মরণ,মরণ্
মরদ,মরত্
মরা,মগদা
মরা,মরা
মরা,মরানা
মরিচা,জাঙার্
মর্দন করা,চগদানা
মর্দন করা,মলানা
মর্দন করা,মেগানা
মর্দন করা,চিবানা
মর্দন করা,বাদানা
মর্দন করা,ডলানা
মর্দিত,চগত্যা
মর্দিত,মল্যা
মল,ঘু
মল,পেদা
মল,লাত্
মল,ঘুও লাদি
মলকাঠি,হাক্ কেম্
মলদ্বার,পুন্দুরি
মলদ্বার,পুন্
মলিন চেহারা,চুধো মু
মল্লযুদ্ধ,বদাবদি
মশকরা,চলাচলি
মশকরা,বিগিধি
মশা,মঝা
মশানাশক,মঝাদারু
মশারি,মঝুরি
মশাল,বম্বা
মশাল,বেনা
মশাল,লুরো
মসজিদ,আল্লা ঘর্
মসৃণ,পিচ্ছোল্
মসৃণ,বিজোল্
মসৃণ,বির্বিচ্যা
মসৃণ,মুচ্চেয়েঃ
মসৃণ করা,মুচ্চানাঃ
মসৃণ করা,পিচ্ছোল্ গরানা
মসৃণ করা,বির্বিচ্যা গরানা
মসৃণ করা,চাঝানা
মস্ত,মচ্ত
মস্ত,দাঙর্
মস্ত,অহ্মা
মস্ত,বিরেট্
মস্তিষ্ক,গুথ্যা
মস্তিষ্ক,ঘিলুক্
মস্তিষ্ক,মঘচ্
মহল্লা,পারা
মহল্লা,আদাম্
মহাজন,ম়াজন্
মহামারি,মরলা
মহামারি,কঃত্
মহাশয়,দাঙু
মহিলা,মিলে
ময়দা,ময়্গা
ময়দান,পাধার্
ময়দান,হলা
ময়দান,বিল্
ময়না,সের্
ময়লা,কাজর্
ময়লা,চাগলক্
ময়লা,কুলুক্
ময়লা,আধং
ময়লা,চাগত্যা
ময়লা,কগনা
ময়লা,কজরা
ময়লা,করল়া
ময়লা,পেদা
ময়লা,পের্গা
ময়লা,ফেজা
ময়লা আবর্জনা,আধং কাজর্
মা,মা
মা,ম়া
মা,মাম়া
মাইল,মেল্
মাওলানা,মোলবি
মাংস,সাচ্
মাংস,এহ্রা
মাংসপেশি,এহ্রাদলা
মাকড়সা,মাগরক্
মাকড়সার জাল,মাগরগ আচ্
মাকাল ফল,কেধাগুলো
মাখা,গুলানা
মাখামাখি,লুদুপুদু
মাখামাখি,দলামজা
মাখামাখি,লেদাপেদা
মাগনা,মাগানা
মাগনা,মক্থ
মাগুর,তুগুর্ মাচ্
মাগুর মাছ,ঘাঙর্ মাচ্
মাগো,মাদু
মাগো,মাধো
মাঘ মাস,মাঘ্ ম়াচ্
মাচা,মাজা
মাচা,আহ্ম্
মাচা,চাং
মাচা,সাকার্
মাচা,দম্দমা
মাচাং ঘর,মজাঘর্
মাছ,মাচ্
মাছরাঙা,মারাঙা
মাছি,মাঝি
মাজা,কেজানা
মাজা,মাজানা
মাজা,ডলানা
মাঝখানে,মধ্যে
মাঝারি,মাঝ্যাং
মাঝি,পাত্তড়ি
মাঝি,মাঝি
মাঝে,সেরে
মাঝে,ম়ায়্
মাঝে,মধ্যে
মাঝে মধ্যে,সেরে সেরে
মাঝে মধ্যে,সেরে কুনেদি
মাঝে মাঝে,সেরে সেরে
মাঝে মাঝে,সেরে কুনেদি
মাটি,মাদি
মাটির তৈরি,মাত্যা
মাঠ,মাঠ্
মাঠ,হলা
মাড়াই করা,মারানা
মাড়ানো,উহ্রানা
মাড়ি,মাড়ি
মাত,মাত্
মাতলামি,মাত্তল্
মাতাল,মাত্তল্
মাতুল,মুল্যা
মাতুল,মামু
মাত্র,বানা
মাত্রই,মত্তন্
মাত্রই,মত্তনি
মাত্রা,পুছ্যাল্
মাত্রাতিরিক্ত,বাড়াবাচ্যা
মাথা,মাধা
মাথা,সিরে
মাথা গোঁজা,মুর্ গুজানা
মাথা ঘামানো,মাধা পিরে
মাথা ঘামানো,ভেরেত্ পেরেত্
মাথা ঘামানো,হজক্
মাথা ঘামানো,মাধা ঘামানা
মাথা ঘামানো,চিদে গরানা
মাথা ঝাঁকানো,সিরে ঝাগারানা
মাথা ঝাঁকানো,তিঘুত্ তিঘুত্ গরানা
মাথাব্যথা,মাধা পিরে
মাথাব্যথা,ভেরেত্ পেরেত্
মাদুর,চাবাড়া
মাদুর,পাদি
মাদুর,ালিচাবাড়া
মান,ইজ্জত্
মান,মান্
মানত,মান্যা
মানত করা,মানানা
মানব,মানুচ্
মানব,মানে
মানব,মানেয়্
মানব,মুনিচ্ছোর্
মানা,মানানা
মানা,মানাঃ
মানানসই,সাচ্যা
মানানসই হওয়া,মানানা
মানানো,মানানা
মানিক,মানেক্
মানিয়ে চলা,ভেল্ দেনা
মানুষ,মানুচ্
মানুষ,মানে
মানুষ,মানেয়্
মানুষ,মুনিচ্ছোর্
মানে,ভেত্
মান্য করা,মানানা
মান্যকারী,মান্যা
মান্যকারী,মানিয়ে
মান্য করা,পালানা
মান্য করা,মানানা
মাপ,জঘা
মাপকাঠি,দাক্ কেম্
মাপমতো,জগাছ্যা
মাপা,পাবানা
মাফ,মাফ্
মাফিক,মাখ্যা
মামলা,মা𑄟𑄴𑄣
মামা,মামু
মামা,মুল্যা
মামা,মোলেন্
মামী,মামি
মামু,মামু
মামু,মুল্যা
মামু,মোলেন্
মার,মের্
মার,সেজাজা
মার,পিদেন্
মার,পিদে
মারপিট,ভুদুম্ ভাদাম্
মারপিট,মারামারি
মারমা,মগ্
মারমুখী ভঙ্গি করা,জুগানাঃ
মারা,সেজানা
মারা,পিদানা
মারা,মারানা
মারামারি,মারামারি
মার্বেল,মার্বেল্
মাল,মাল্
মালকোঁচা,মাল্গুচ্
মালপত্র,পঝা
মালপত্র,পঝাভিরে
মালপত্র,মাল্মাত্তা
মালপত্র,মাল্সামান্
মালভূমি,বর্ কল়ক্
মালা,সরা
মালা,আহ্ল সরা
মালা,মালা
মালাইচাকি,আধুঘিলে
মালা গাঁথা,আহ্লি গাধানা
মালামাল,মাল্মাত্তা
মালামাল,মাল্সামান্
মালিক,নানু
মালিক,গিরোচ্
মালিকবিহীন,নানুমরা
মাশরুম,উল্
মাশরুম,উড়িং
মাস,ম়াচ্
মাসী,মুঝি
মাস্টার,মাচ্তর্
মায়া,মেয়ে
মায়া,পাক্
মিছরি,মিচ্চিড়ি
মিছামিছি,আথ্যা
মিছে,মিঝা
মিটমিট করা,ঝিমিত্ ঝিমিত্ গরানা
মিটি মিটি হাসি,মু চিমে চিমে আহ্জানা
মিঠাই,মিধে
মিত্র,বন্
মিত্র,সমার্
মিত্র,সমাচ্যা
মিথ্যা,মিঝে
মিথ্যা অভিযোগ করা,ভেজে দেনা
মিথ্যা কথা,মিঝে কধা
মিথ্যা বলা,গাল্ মাদানা
মিথ্যা বলা,মিঝে কধা কনা
মিনতি,কুজুল়ি
মিনিট,মিনিট্
মিল,মিল্
মিল,সং পরানা
মিলন,ফ
মিলন,এগত্তর্
মিলন,মিলামিলি
মিল হওয়া,ঘাজানা
মিল হওয়া,জরানা
মিল হওয়া,থে হানা
মিল হওয়া,মিলানা
মিল হওয়া,মিঝানা
মিলানো,জরা বদানা
মিলানো,মিলানা
মিলিত হওয়া,ফ অহ্না
মিলিত হওয়া,মিলানা
মিলেমিশে,মিল্গুল্
মিলেমিশে,মিল্গুল্ গরি
মিলেমিশে,মিলিঝিলি
মিলেমিশে,মিলোন্ সিলোন্ গরি
মিশানো,গুলানা
মিশানো,মিঝানা
মিশানো,মিলানা
মিশানো,অহ্ল্ গরানা
মিশানো,ঝাগারানা
মিশানো,মিঝেল্ কঝাল্ গরানা
মিশুক,মেলিক্
মিশেল,মিঝেল্
মিশ্রণ,মিঝেল্
মিশ্রণ,মিল্গুল্
মিশ্রিত,মিঝেল্যা
মিশ্রিত,মেঝেয়ে
মিশ্রিত,মিল্গুল্
মিশ্রিত করা,গুলানা
মিশ্রিত করা,মিঝানা
মিশ্রিত করা,মিল্গুল্ গরানা
মিষ্টি,মিধে
মিষ্টি,মিধেয়ে
মিষ্টি আলু,সুগুরি আলু
মিষ্টিকুমড়া,সুগুরি গুলো
মিষ্টি পানি,মথুরা
মিস্ত্রি,কালিগর্
মিস্ত্রি,মিচ্ত্রি
মিহি,নিঘুচ্
মিহি,গুরি
মিহি,ফাগু
মিহি,কঝি
মীমাংসা,জরা বদানা
মুকুট,তুক্
মুকুল,বোল্
মুক্ত মন,আলা
মুক্ত হওয়া,কাদানা
মুক্ত হস্ত,আলা
মুক্তি,ছরান্
মুক্তি দেওয়া,ইরি দেনা
মুক্তি পাওয়া,ছরান্ পানা
মুখ,মু
মুখ,ধক্
মুখ,থুত্
মুখ,উত্
মুখে পুরে রাখা,মুম্ গরানা
মুখোমুখি,মুঝুঙো মুঝুঙি
মুখোমুখি,মুখোমুহি
মুগুর,মুগোর্
মুগুর,গদা
মুচমুচে,মর্মচ্যা
মুচমুচে,মুর্মুচ্যা
মুছে ফেলা,মারানা
মুছে যাওয়া,কাবা যানা
মুঠি,ম়ুত্
মুঠি,গজর্
মুঠি,মুধুং
মুঠি,গজর্ গজর্
মুঠি,ভুক্
মুঠো,ম়ুত্
মুঠো,গজর্
মুঠো,মুধুং
মুঠো,গজর্ গজর্
মুড়মুড়ে,মর্মচ্যা
মুড়মুড়ে,মুর্মুচ্যা
মুত্র,মুত্
মুত্রথলি,মুদো ফগনা
মুদগর,মুগোর্
মুদগর,গদা
মুখী,মুখ্যা
মুখী,কিত্যা
মুমুর্ষু,তাক্ টানানা
মুমুর্ষু,মরং মরং
মুরগি,কুড়ি
মুরগি,কুড়ো
মুরব্বি,মুরুব্বি
মুরব্বি,কার্বারি
মুরোদ,সেদাম্
মুর্খ,ভুল্
মুর্খ,বকলম্
মুর্খ,বম্ভা
মুর্খ,বম্ভুলো
মুর্খ,ক্ঘসা
মুর্খ,অঘা
মুর্ছা,মুচ্ছো ফিট্
মুর্ছা যাওয়া,থাদে পরানা
মুর্ছা যাওয়া,মুচ্ঝো যানা
মুলা,মুলো
মুষল,দাল্ গাচ্
মুষল,দাল্ গজা
মুষল,দাল্ গচ্চা
মুষল,অজা
মুষলধারে,উরুরুরুত্
মুষ্টি,ভুক্
মুষ্টি,ম়ুত্
মুষ্টিযুদ্ধ,ভুক্কোভুক্কি
মুষ্ঠি,ম়ুত্
মুষ্ঠি,গজর্
মুষ্ঠি,মুধুং
মুষ্ঠি,গজর্ গজর্
মুসলমান,মুঝুর্মান্ 
মুহুর্ত,হেন্
মুহুর্ত,অক্তে
মুহুর্তে,ঝিমিদোত্
মুহুর্তে,চেরেত্ গরি
মুহুর্তে,চেরেত্ চত্তে
মুহুর্তে,চেরেত্ চারাত্
মূল,অহ্ত্
মূল,সিঙোর্
মূল,অঝা
মূলধন,আরাং
মূল্য,দর্
মৃগী রোগ,কেরেঙাঃ
মৃগী রোগ,বান্দর্ পাগল্
মৃগেল মাছ,ম়াল্ মাচ্
মৃত,মগদা
মৃত,মরা
মৃতপ্রায়,মরং মরং
মৃত্যু,মরণ্
মৃতদেহ,চবা
মৃতদেহ,মরা
মৃতদেহ,মগদা
মৃত্যুবরণ করা,মরানা
মৃত্যুবার্ষিকী,বঝরি
মৃদু,পিবির্ পিবির্
মৃদু,এক্কা এক্কা
মৃদু,চিমে চিমে
মৃদু,ধিমে ধিমে
মৃদুমন্দ,পিবির্ পিবির্
মেচতা,বেল্ পচ্যা
মেজ,মাঝ্যাং
মেজবান,মেত্বান্
মেজাজি,কুচ্কুচ্
মেজাজি,হন্চুচুক্যা
মেঝে,তলা
মেঝে,চাদারা
মেঝে,মাদি
মেদবহুল,ভলক্সা
মেদবহুল,মেঃত্তল্
মেদবহুল,পক্থা
মেনে চলা,মানানা
মেনে চলা,পালানা
মেরামত করা,তুনানা
মেরামত করা,সোর্ গরানা
মেরুদণ্ড,কাঙেল্
মেরে ফেলা,মারে ফেলানা
মেরে ফেলা,মারানা
মেলা,মেলানাঃ
মেলানো,হাবানা
মেলানো,মেলানা
মেলামেশা,মিলোন্ সিলোন্
মেলামেশা,লক্ ফক্
মেলামেশা করা,ভেল্ দেনা
মেলামেশা করা,মিঝানা
মেলামেশা করা,মিলানা
মেলামেশা করা,সং পরানা
মেশা,ভেল্ দেনা
মেশা,মিঝানা
মেশা,মিলানা
মেশা,সং পরানা
মেসো,মৈঝা
মেসো,মত্যাল়া
মেয়াদোত্তীর্ণ হওয়া,হরেই যানা
মেয়ে,মিলে
মেয়ে,ঝি
মোকদ্দমা,মগত্দমা
মোচড়,মজর্
মোচড়,মজরানা
মোচড়ানো,মজরানা
মোচড়ানো,হজরানা
মোচড়ানো,বদানা
মোচড়ানো,মেঝক্ কেজক্
মোচড়ানো,তেপ্ পচ্যা
মোচা,রেজাং
মোছা,পুঝানা
মোছা,মারানা
মোজা,মুগুজো
মোট,গুলেমালে
মোট,মোট্
মোট,মোট্মাট্
মোট,মোধেমাধে
মোট,অবাং
মোট,এগত্তরে
মোটমাট,মুধে মাধে
মোটমাট,মোধে মাধে
মোটা,গাম়া
মোটা,দাদ
মোটা,পক্থা
মোটামুটি,সারে
মোটাসোটা,ভলক্সা
মোটাসোটা,মধং মাধং
মোটাসোটা,পক্থামক্থা
মোটেই,চভাই
মোটেই,এক্কায়ো
মোটেই,এক্কেনায়ো
মোটেও,সবাই
মোটের উপর,মুদো উবোর্
মোড়ল,কার্বারি
মোম,মুম্
মোম,মোম্
মোমবাতি,মোম্বাত্তি
মোরগ,রাদা
মোষ,মোচ্
মোহনা,দঝর্
মোহনা,দোর্
মোহনা,মু
মৌচাক,মু বাঃ
মৌন,নিমাদারা
মৌন,নিম্মো
মৌমাছি,মু পুক্
মৌলবি,মোলবি
মৌসুম,আহ্বা
মৌসুম,অক্তে
মৌসুম,হুন্দো
ম্যাচ,চম়ক্
